URL,Article Name,Article Date,Summary,Podcast
https://virtualizationreview.com/articles/2025/12/11/repurposing-an-obsolete-windows-10-laptop-into-a-thin-client-part-1.aspx,Repurposing an 'Obsolete' Windows 10 Laptop into a Thin ...,12/11/2025,"Repurposing an 'Obsolete' Windows 10 Laptop into a Thin Client, Part 1. By Tom Fenton; 12/11/2025. In a recent article, I discussed the criteria you should use ...",https://open.spotify.com/episode/0GilaTGct8alw2suZznk04
https://virtualizationreview.com/articles/2025/12/04/kubecon-25-takeaways-top-trends-tools-technologies.aspx,"KubeCon '25 Takeaways: Top Trends, Tools & Technologies",12/4/2025,"Kubernetes expert Tom Fenton helmed a post-KubeCon + CloudNativeCon 2025 webcast today to walk through what stood out at this year's event, and why several ...",https://virtualizationreview.com/articles/2025/12/04/kubecon-25-takeaways-top-trends-tools-technologies.aspx
https://virtualizationreview.com/articles/2025/11/18/kubecon-2025-exploring-the-kubecon-ecosystem-part-2.aspx,"KubeCon 2025: Exploring the KubeCon Ecosystem, Part 2",11/18/2025,"KubeCon 2025: Exploring the KubeCon Ecosystem, Part 2. By Tom Fenton; 11/18/2025. KubeCon + CloudNativeCon North America 2025 provided a remarkable opportunity ...",https://virtualizationreview.com/articles/2025/12/04/kubecon-25-takeaways-top-trends-tools-technologies.aspx
https://virtualizationreview.com/articles/2025/11/17/kubecon-2025-exploring-the-kubecon-ecosystem-part-1.aspx,"KubeCon 2025: Exploring the KubeCon Ecosystem, Part 1",11/17/2025,"Our man on-site, Tom Fenton, explains how KubeCon 2025 highlighted the rapid convergence of AI and cloud-native infrastructure, with Kubernetes firmly ...",https://open.spotify.com/episode/6PMHUk8DoMBmHTaY2FSaAr
https://virtualizationreview.com/articles/2025/11/14/kubecon--cloudnativecon-north-america-2025-day-2.aspx,KubeCon + CloudNativeCon North America 2025 -- Day 2,11/14/2025,"KubeCon + CloudNativeCon North America 2025 -- Day 2. By Tom Fenton; 11/14/2025. After an exciting first day at KubeCon, I was eager for another round of ...",https://open.spotify.com/episode/3qeMADpGlanGutlhwrOpMR?si=a6E3NTjDQrK12Qdn0IGwMw
https://virtualizationreview.com/articles/2025/11/13/kubecon-cloudnativecon-north-america-2025-day-1.aspx,KubeCon + CloudNativeCon North America 2025 -- Day 1,11/13/2025,KubeCon + CloudNativeCon North America 2025 -- Day 1. By Tom Fenton; 11/13/2025. The first official day of KubeCon + CloudNativeCon North America 2025 kicked ...,https://open.spotify.com/episode/5qKZFIwxnYSWhch6rptydx
https://virtualizationreview.com/articles/2025/11/12/kubecon-2025-day-0-recap.aspx,KubeCon 2025 Day 0 Recap,11/12/2025,"Tom Fenton recaps Day 0 of KubeCon + CloudNativeCon 2025 in Atlanta, where CNCF's co-located events offered deep dives into specific technologies.",https://open.spotify.com/episode/3qeMADpGlanGutlhwrOpMR?si=a6E3NTjDQrK12Qdn0IGwMw
https://virtualizationreview.com/articles/2025/10/27/vmware-workstation-25h2--a-new-name-and-era-for-vmware-workstation.aspx,VMware Workstation 25H2 -- A New Name and Era for ...,10/27/2025,"VMware Workstation 25H2 -- A New Name and Era for VMware Workstation. By Tom Fenton; 10/27/2025. I am a big fan of VMWare Workstation, and the release of VMware ...",https://open.spotify.com/episode/4ZLuFki4avu6I67034PjgN
https://virtualizationreview.com/articles/2025/10/24/the-enduring-consequences-of-the-vmware-acquisition.aspx,The Enduring Consequences of the VMware Acquisition,10/24/2025,"Tom Fenton has a wealth of hands-on IT experience gained over the past 30 years in a variety of technologies, with the past 20 years focusing on virtualization ...",https://open.spotify.com/episode/4XOwa0HVEgaQdnqLxCVtFU  
https://virtualizationreview.com/articles/2025/10/16/why-you-need-to-visit-kubecons-project-pavilion.aspx,Why You Need to Visit KubeCon's Project Pavilion,10/16/2025,"Tom Fenton has a wealth of hands-on IT experience gained over the past 30 years in a variety of technologies, with the past 20 years focusing on ...",https://open.spotify.com/episode/4O8bgJQATwR5oDrZMFZ0jg
https://virtualizationreview.com/articles/2025/10/16/why-you-need-to-visit-kubecons-project-pavilion.aspx,Why You Need to Visit KubeCon's Project Pavilion,10/16/2025,"KubeCon s Project Pavilion serves as the heart of open-source innovation, bringing together maintainers, contributors, and attendees to collaborate on the Cloud Native Computing Foundation s projects in a hands-on, community-driven environment.",https://open.spotify.com/episode/4O8bgJQATwR5oDrZMFZ0jg
https://virtualizationreview.com/articles/2025/10/08/explaining-virtual-machines-and-containers-with-three-slides.aspx,Explaining Virtual Machines and Containers with Three ...,10/8/2025,"Tom Fenton has a wealth of hands-on IT experience gained over the past 30 years in a variety of technologies, with the past 20 years focusing on ...",https://open.spotify.com/episode/44qR21BV8kOpRv7Ko8bNUQ
https://virtualizationreview.com/articles/2025/10/08/explaining-virtual-machines-and-containers-with-three-slides.aspx,Explaining Virtual Machines and Containers with Three ...,10/8/2025,I recently had the opportunity to do a short presentation where I needed to explain the differences between virtual machines (VMs) and containers. This is a summary of that presentation.,https://open.spotify.com/episode/44qR21BV8kOpRv7Ko8bNUQ
https://virtualizationreview.com/articles/2025/10/06/five-start-ups-not-to-miss-at-kubecon-2025.aspx,Five Start-ups Not to Miss at KubeCon 2025,10/6/2025,"Tom Fenton spotlights five startups to watch at KubeCon 2025--TestifySec, Chkk, Border0, DevZero, and Syntasso's Kratix--each tackling key challenges in ...",https://open.spotify.com/episode/1U4yVakIjnkoo5ysGyRWML
https://virtualizationreview.com/articles/2025/10/06/five-start-ups-not-to-miss-at-kubecon-2025.aspx,Five Start-ups Not to Miss at KubeCon 2025,10/6/2025,"Tom Fenton spotlights five startups to watch at KubeCon 2025--TestifySec, Chkk, Border0, DevZero, and Syntasso's Kratix--each tackling key challenges in ...",https://open.spotify.com/episode/1U4yVakIjnkoo5ysGyRWML
https://virtualizationreview.com/articles/2025/09/16/the-five-stages-of-grief-coping-with-broadcoms-acquisition-of-vmware.aspx,The Five Stages of Grief: Coping with Broadcom's Acquisition of Vmware,9/16/2025,"In this article that I wrote for Virtualization Review, I explore how the VMware community is navigating the turbulent transition following Broadcom's acquisition by likening the industry's reaction to the five stages of grief denial, anger, bargaining, depression, and acceptance amidst radical shifts in licensing, culture, and product strategy.",https://open.spotify.com/episode/0OVaiVegQQpgLkCyARENZB
https://virtualizationreview.com/articles/2025/09/11/broadcom-vmware-explore-2025-the-last-day-of-vmware-explore.aspx,Broadcom VMware Explore 2025: The Last Day of VMware Explore?,9/11/2025,Will 2025 be the last Vmware Explore,https://open.spotify.com/episode/7mwtG4XImwV7dJcLn6LN3z
https://virtualizationreview.com/articles/2025/09/04/recap-of-euc-world-amplify-2025.aspx,Recap of EUC World Amplify 2025,9/4/2025,"Recap of EUC World Amplify 2025. By Tom Fenton; 09/04/2025. After having a great first couple of days at EUC World's annual conference, Amplify, I was excited ...",https://open.spotify.com/episode/57pL9PuvGCPITwa27LoOfD
https://virtualizationreview.com/articles/2025/08/28/broadcom-vmware-explore-2025-day-two-keynote.aspx,Broadcom VMware Explore 2025 Day Two: Keynote,8/28/2025,Tom Fenton details the conference keynote and major announcements about the company's products and direction.,https://open.spotify.com/episode/7mwtG4XImwV7dJcLn6LN3z
https://virtualizationreview.com/articles/2025/08/26/broadcom-vmware-explore-2025-day-one.aspx,"Broadcom VMware Explore 2025, Day One",8/26/2025,Tom Fenton says Day 1 at Broadcom VMware Explore 2025 felt leaner and more engineering-driven. Conversations centered on packaging/licensing tradeoffs...,https://open.spotify.com/episode/6AE6e5WSqqGkMrAEBz05zp
https://virtualizationreview.com/articles/2025/08/20/euc-world-amplify-2025-was-the-years-must-attend-euc-event.aspx,EUC World Amplify 2025 Was the Year's Must-Attend EUC ...,8/20/2025,"However, my fourth day at the conference is what blew me away. You can read about it in my next post. About the Author. Tom Fenton has a wealth of hands-on IT...",https://open.spotify.com/episode/57pL9PuvGCPITwa27LoOfD
https://virtualizationreview.com/articles/2025/08/13/running-android-and-linux-applications-on-an-intel-laptop.aspx,Running Android and Linux Applications on an Intel Laptop,8/13/2025,"After examining FydeOS in a previous article, Tom Fenton was excited to see if how well it runs on an Intel machine and if he can run Android and Linux...",https://open.spotify.com/episode/57pL9PuvGCPITwa27LoOfD
https://www.storagereview.com/news/day-three-at-euc-world-amplify-2025,Day Three at EUC World Amplify 2025,8/11/2025,,https://open.spotify.com/episode/57pL9PuvGCPITwa27LoOfD
https://www.storagereview.com/news/day-two-at-euc-world-amplify-2025,Day Two at EUC World Amplify 2025,8/7/2025,,https://open.spotify.com/episode/57pL9PuvGCPITwa27LoOfD
https://virtualizationreview.com/articles/2025/08/06/fydeos-a-better-x64-chromeos.aspx,FydeOS: A Better X64 ChromeOS,8/6/2025,"Tom Fenton has a wealth of hands-on IT experience gained over the past 30 years in a variety of technologies, with the past 20 years focusing on...",https://open.spotify.com/episode/3oZOZFtVnRSXvvxJ7tTBX7 
https://www.storagereview.com/news/day-one-at-euc-world-amplify,Day One at EUC World Amplify,8/6/2025,,
https://virtualizationreview.com/articles/2025/07/23/repurpose-your-windows-10-system.aspx,5 Ways to Repurpose your Windows 10 System,7/23/2025,"Tom Fenton sees Win 10 end of life as an excellent opportunity to utilize these devices for other business and personal purposes, as there are numerous...",https://open.spotify.com/episode/4bgowKiQkLntZ0i6Hil3yI
https://www.storagereview.com/news/storagereview-official-media-sponsor-of-euc-world-amplify-2025,Official Media Sponsor of EUC World Amplify 2025,7/14/2025,,https://open.spotify.com/episode/57pL9PuvGCPITwa27LoOfD
https://virtualizationreview.com/articles/2025/07/10/euc-world-amplify-2025-a-dive-into-the-years-must-attend-euc-event.aspx,EUC World Amplify 2025: A Dive into the Year's Must- ...,7/10/2025,"Ever since VMware sold its End User Computing business, VMware has effectively excluded EUC sessions from VMware Explore, its annual conference. says Tom Fenton...",https://open.spotify.com/episode/57pL9PuvGCPITwa27LoOfD
https://www.storagereview.com/review/breathing-new-life-into-old-devices-with-windows-11-on-amazon-workspaces,Breathing new Life into Old Devices with Windows 11 on ...,7/9/2025,Workspaces,https://open.spotify.com/episode/1806RsQN8UadbU2IGNU6mP
https://virtualizationreview.com/articles/2025/06/18/vmware-cloud-foundation-9-ships.aspx,VMware Cloud Foundation 9 Ships,6/18/2025,VMware Cloud Foundation 9 Ships. By Tom Fenton; 06/18/2025. THE major announcement at VMware Explore last year was VMware Cloud Foundation 9 (VCF 9). The ...,https://open.spotify.com/episode/50T6uYK4LmWy7UPmC7AU4p
https://virtualizationreview.com/articles/2025/06/10/finally-an-official-command-line-editor-for-windows.aspx,"Finally, an Official Command-Line Editor for Windows",6/10/2025,"For years, Tom Fenton wanted, yearned, and lusted for Windows to include a command-line editor. Yes, they did have one back in the day, but modern Windows...",https://spotifycreators-web.app.link/e/hb3AOvU50Yb
https://virtualizationreview.com/articles/2025/06/02/vmware-explore-2025-why-you-need-to-go.aspx,VMware Explore 2025 -- Why You Need to Go,6/2/2025,"The VMware Explore site is now live, presenting its reasons for attending the event. Tom Fenton has his own reasons for attending, some of which align with ...",https://open.spotify.com/episode/6AE6e5WSqqGkMrAEBz05zp
https://virtualizationreview.com/articles/2025/05/19/monitoring-windows-and-linux-systems-using-open-source-zabbix.aspx,Monitoring Windows and Linux Systems Using Open- ...,5/19/2025,"... track the performance and availability of IT infrastructure, including servers, networks, applications, and cloud services, Tom Fenton cranks it up.",https://open.spotify.com/episode/2rOPz0S0otRo0AqbcJ5ASo
https://virtualizationreview.com/articles/2025/05/15/installing-zabbix-an-open-source-monitoring-solution.aspx,"Installing Zabbix, an Open-Source Monitoring Solution",5/15/2025,"... of IT infrastructure, including servers, networks, applications, and cloud services, Tom Fenton walks you through the process of setting up Zabbix server.",https://open.spotify.com/episode/2rOPz0S0otRo0AqbcJ5ASo
https://www.stratodesk.com/modern-remote-computing-101-a-primer/,Modern Remote Computing 101: A Primer,5/13/2025,Stratodesk-Primer,
https://virtualizationreview.com/articles/2025/05/13/zabbix-an-open-source-monitoring-solution.aspx,Zabbix: An Open-Source Monitoring Solution,5/13/2025,"After it catches his eye at VMware Explore, Tom Fenton begins a hands-on exploration of this free and open-source monitoring solution, describing its ...",https://open.spotify.com/episode/2rOPz0S0otRo0AqbcJ5ASo
https://virtualizationreview.com/articles/2025/05/08/you-need-a-windows-package-manager.aspx,You Need a Windows Package Manager,5/8/2025,"If you are not using a package manager on your Windows system to install applications and other software, you should, says Tom Fenton, because downloading...",
https://virtualizationreview.com/articles/2025/04/28/hands-on-with-macstadium-remote-desktop.aspx,Hands On with MacStadium Remote Desktop,4/28/2025,"Tom Fenton tests MacStadium's remote macOS desktops and finds a smooth, high-performance experience -- despite Apple's virtualization hurdles.",https://open.spotify.com/episode/7luKxVTVJ6Vlfl67LhyCsi?si=MCXLtdyXRqemHD3PpjSN8Q
https://www.stratodesk.com/thin-client-showdown-a-beauty-and-a-beast/,Thin Client Showdown   A Beauty and a Beast,4/21/2025,Stratodesk  ,
https://virtualizationreview.com/articles/2025/04/18/esxi-is-free-again.aspx,ESXi Is Free ... Again,4/18/2025,Longtime IT pro Tom Fenton was disappointed -- along with many others -- when Broadcom discontinued the free version after acquiring VMware...,https://open.spotify.com/episode/6tzPKuPDRAHqcsL0jtS0TF
https://virtualizationreview.com/articles/2025/04/14/upgrading-a-windows-10-laptop-to-chromeos-flex.aspx,Upgrading a Windows 10 Laptop to ChromeOS Flex,4/14/2025,"Tom Fenton continues his investigation, loading the OS, using Gemini AI, Google Docs, the web-based Microsoft Office 365 and much more.",
https://virtualizationreview.com/articles/2025/04/09/resurrecting-windows-10-systems-with-chromeos-flex.aspx,Resurrecting Windows 10 Systems with ChromeOS Flex,4/9/2025,"Tom Fenton has a wealth of hands-on IT experience gained over the past 30 years in a variety of technologies, with the past 20 years focusing on...",
https://www.stratodesk.com/two-completely-different-thin-clients-a-beauty-and-a-beast/,Comparing Two Thin Clients: Raspberry Pi 500 vs. HP t660,4/7/2025,Stratdesk,
https://virtualizationreview.com/articles/2025/03/10/using-ntopng-community-edition-to-analyze-lan-traffic.aspx,Using ntopng Community Edition to Analyze LAN Traffic,3/10/2025,"In his final article of a series, Tom Fenton shows how he used ntopng Community edition dashboards to analyze his local LAN network traffic.",
https://virtualizationreview.com/articles/2025/03/06/setting-up-ntopng-for-network-visualization-and-monitoring.aspx,Setting Up Open-Source ntopng for Network Visualization ...,3/6/2025,"In the third part of a series, Tom Fenton explains how he set up and installed ntopng, along with detailing where it will sit in his home/lab network...",
https://www.stratodesk.com/using-a-pi-500-a-thin-client-priced-at-less-than-100-part-2/,Using a Pi 500   A Thin Client Priced at less than $100,3/4/2025,Stratodesk,
https://virtualizationreview.com/articles/2025/03/04/using-ntopng-for-network-visualization-and-monitoring.aspx,Using ntopng for Network Visualization and Monitoring,3/4/2025,"Tom Fenton gets geeky in detailing how he is using ntopng to monitor and visualize network traffic in his home LAN, which he embarrassingly lost control of.",
https://www.stratodesk.com/first-look-at-the-pi-500-a-thin-client-in-a-keyboard-for-under-100/,Pi 500: A Thin Client in a Keyboard for Under $100?,2/25/2025,Stratodesk,
https://virtualizationreview.com/articles/2025/02/25/four-free-network-scanners.aspx,Four Free Network Scanners,2/25/2025,"With his home network a mess, Tom Fenton explores how to bring some sense of order using readily available, easy-to-use, free tools.",
https://virtualizationreview.com/articles/2025/02/18/installing-windows-software-from-the-command-line-using-winget.aspx,Installing Windows Software from the Command Line ...,2/18/2025,Tom Fenton waited 23 years for Linux software installation CLI functionality to come to Windows.,https://open.spotify.com/episode/3x40aApktW4FIEvHnVJHbc
https://virtualizationreview.com/articles/2025/02/10/creating-vms-on-a-raspberry-pi-5-running-esxi.aspx,Creating VMs on a Raspberry Pi 5 Running ESXi,2/10/2025,"Concluding his series, Tom Fenton provides step-by-step instructions for creating a VM from different Linux distributions and discusses issues with running...",
https://www.stratodesk.com/2025-will-be-the-year-of-euc-experts-weigh-in-on-what-to-expect-this-year/,EUC Experts Weigh in on What to Expect in 2025,2/7/2025,Stratodesk,
https://virtualizationreview.com/articles/2025/02/04/configuring-esxi-8-on-a-raspberry-pi-5.aspx,Configuring ESXi 8 on a Raspberry Pi 5,2/4/2025,"In part three of his series, Tom Fenton configures ESXi to use an NTP server for precise time synchronization, enables SSH access, and adds a datastore ...",
https://www.stratodesk.com/enterprise-browsers-and-vdi-reduction/,Enterprise Browsers and VDI Reduction,1/23/2025,Stratodesk,
https://virtualizationreview.com/articles/2025/01/23/vmware-esxi-8-on-a-raspberry-pi-5.aspx,VMware ESXi 8 on a Raspberry Pi 5,1/23/2025,"Tom Fenton, who literally wrote the book about ESXi 7 on a Raspberry Pi 4 hobbyist computer, now tackles ESXi 8 on a Pi 5, the new computer in a keyboard.",
https://virtualizationreview.com/articles/2025/01/21/how-useful-is-new-raspberry-pi-500-computer-in-a-keyboard.aspx,How Useful Is New Raspberry Pi 500 'Computer in a ...,1/21/2025,"After introducing the new device, Tom Fenton explores the Pi 500's hardware specs more thoroughly and discusses its usefulness as a home and office ...",
https://www.stratodesk.com/what-are-your-options-as-windows-10-nears-eol/,What are Your Options as Windows 10 Nears EOL,1/15/2025,Stratoesk,
https://virtualizationreview.com/articles/2025/01/14/hand-on-with-raspberry-pi-500-a-computer-in-a-keyboard.aspx,"Hands On with Raspberry Pi 500, a Computer in a Keyboard",1/14/2025,"The Raspberry Pi 500 integrates a Pi computer into a full-sized keyboard, offering a compact computing platform, says Tom Fenton in his first look.",
https://www.linkedin.com/pulse/honest-hypervisor-discussion-tom-fenton-ofjlc,Hypervisor Discussion,1/7/2025,"his is an overview of the discussion participants had at the World of EUC Amplify 2025 conference, where they had an honest discussion of the challenges they are facing since Broadcom acquired VMware.",https://open.spotify.com/episode/6sc8vCpeSGYYC9TloSVtXr
https://virtualizationreview.com/articles/2025/01/07/installing-flatcar-container-linux-on-vmware-workstation.aspx,Installing Flatcar Container Linux on VMware Workstation,1/7/2025,"After it catches his attention at KubeCon, where it was accepted by the Cloud Native Computing Foundation as an incubating project, Tom Fenton tackles...",https://open.spotify.com/episode/5jXZfTU0wHe0gkQ8FlmToT
https://virtualizationreview.com/articles/2025/01/02/hands-on-with-open-source-flatcar-os-for-containers.aspx,Hands On with Open-Source Flatcar OS for Containers,1/2/2025,"After it catches his attention at KubeCon, where it was accepted by the Cloud Native Computing Foundation as an incubating project, Tom Fenton puts ...",
https://www.storagereview.com/news/euc-leaders-and-innovators-acium-another-way-to-secure-web-browsers,Acium - Another Way to Secure Web Browsers,12/3/2024,,
https://virtualizationreview.com/articles/2024/11/13/take-5-with-tom-fenton-5-things-you-can-do-with-vmwares-free-workstation-desktop-hypervisor.aspx,Take 5 with Tom Fenton: 5 Things You Can Do ...,11/13/2024,Take 5 with Tom Fenton: 5 Things You Can Do with VMware's Free Workstation Desktop Hypervisor   Explaining Virtual Machines and Containers with Three Slides...,https://open.spotify.com/episode/5qKZFIwxnYSWhch6rptydx
https://virtualizationreview.com/articles/2024/10/25/grafana-open-source-data-visualization-solution-part-1.aspx,"Grafana Open-Source Data Visualization Solution, Part 1",10/25/2024,"Tom Fenton has a wealth of hands-on IT experience gained over the past 30 years in a variety of technologies, with the past 20 years focusing on ...",
https://virtualizationreview.com/articles/2024/10/18/automate-vmware-vms-using-vmrun.aspx,Automate VMware VMs Using vmrun,10/18/2024,"Tom Fenton has a wealth of hands-on IT experience gained over the past 30 years in a variety of technologies, with the past 20 years focusing on ...",
https://www.storagereview.com/review/how-aws-workspaces-meet-todays-corporate-desktop-challenges,How Amazon WorkSpaces Meet Today's Corporate ...,10/14/2024,,
https://virtualizationreview.com/articles/2024/09/27/hands-on-with-vmwares-new-vmcli-a-mysterious-command.aspx,"Hands On with VMware's New vmcli, 'A Mysterious ...",9/27/2024,"Tom Fenton has a wealth of hands-on IT experience gained over the past 30 years in a variety of technologies, with the past 20 years focusing on ...",
https://www.storagereview.com/review/euc-leaders-and-innovators-dex-originator-nexthink,"EUC Leaders and Innovators: DEX Originator, Nexthink",9/11/2024,,
https://virtualizationreview.com/articles/2024/09/09/vmware-explore-2024-announcements-and-final-recap.aspx,VMware Explore 2024: Announcements and Final Recap,9/9/2024,"Veteran attendee Tom Fenton explains how the event showcased a clear vision for VMware's future, with AI, on-premises and edge computing emerging as focus...",
https://www.storagereview.com/podcast/podcast-132-igel-future-proof-solutions-for-end-user-computing-deployments,Podcast #132: IGEL Future-Proof Solutions For End-User ...,9/3/2024,,
https://virtualizationreview.com/articles/2024/08/20/spotlight-on-nexthink-experience-24.aspx,Spotlight on Nexthink Experience 24,8/20/2024,Tom Fenton previews upcoming conference exploring the future of digital employee experience (DEX) and the role of technology in enhancing workplace...,
https://virtualizationreview.com/articles/2024/08/15/dex-in-the-workplace.aspx,DEX in the Workplace,8/15/2024,"Tom Fenton has a wealth of hands-on IT experience gained over the past 30 years in a variety of technologies, with the past 20 years focusing on...",
https://virtualizationreview.com/articles/2024/07/25/kubecon-2024.aspx,Get Ready for KubeCon 2024 Salt Lake City,7/25/2024,"Get Ready for KubeCon 2024 Salt Lake City. By Tom Fenton; 07/25/2024. Cloud Native Computing Foundation's (CNCF) flagship conference, KubeCon + CloudNativeCon ...",
https://virtualizationreview.com/articles/2024/07/22/orka-desktop.aspx,Orka-desktop via MacStadium,7/22/2024,Orka Desktop is a desktop virtualization program that allows you to create and manage macOS virtual machines locally,https://open.spotify.com/episode/7luKxVTVJ6Vlfl67LhyCsi?si=MCXLtdyXRqemHD3PpjSN8Q
https://virtualizationreview.com/articles/2024/07/18/omnissa.aspx,What Is Omnissa?,7/18/2024,"Tom Fenton has a wealth of hands-on IT experience gained over the past 30 years in a variety of technologies, with the past 20 years focusing on...",
https://virtualizationreview.com/articles/2024/07/16/ai-writing.aspx,How AI Helps Me Write,7/16/2024,"AI helps Tom Fenton write in many ways, but generating entire articles isn't one of them, he says in explaining his workflow using ChatGPT, Grammarly...",
https://virtualizationreview.com/articles/2024/07/12/vsphere-foundation-5-2.aspx,What's New in VMware vSphere Foundation 5.2,7/12/2024,You can read more about VVF 5.2 in VMware announcement about it here. About the Author. Tom Fenton has a wealth of hands-on IT experience gained over the past...,
https://www.storagereview.com/review/leaders-and-innovators-in-euc-apporto-a-virtual-desktop-innovator,Leaders and Innovators in EUC  Apporto a Virtual ...,6/26/2024,,
https://virtualizationreview.com/articles/2024/06/10/ubuntu.aspx,A Free Enterprise OS with 10 Years of Support,6/10/2024,"Tom Fenton has a wealth of hands-on IT experience gained over the past 30 years in a variety of technologies, with the past 20 years focusing ...",
https://www.storagereview.com/news/leaders-and-innovators-in-euc-aws-and-the-modern-desktop,Leaders and Innovators in EUC   AWS and The Modern ...,6/10/2024,,
https://www.storagereview.com/news/leaders-and-innovators-in-euc-island-on-enterprise-browsers,Leaders and Innovators in EUC   Island on Enterprise ...,6/7/2024,,https://open.spotify.com/episode/7JFCPheqLM5PxU45XkDuMj
https://virtualizationreview.com/articles/2024/06/03/using-free-vmware-hypervisor.aspx,"Using VMware's Free Desktop Hypervisor, Workstation Pro",6/3/2024,"Using VMware's Free Desktop Hypervisor, Workstation Pro. By Tom Fenton; 06/03/2024. In two recent articles, I discussed how VMware made its type two hypervisor ...",
https://virtualizationreview.com/articles/2024/05/29/install-free-hypervisor.aspx,Downloading and Installing VMware's Free Desktop ...,5/29/2024,"Tom Fenton has a wealth of hands-on IT experience gained over the past 30 years in a variety of technologies, with the past 20 years focusing on ...",
https://www.storagereview.com/news/leaders-and-innovators-in-euc-lenovo-and-the-future-of-end-user-computing,Leaders and Innovators in EUC: Lenovo and The Future of ...,5/29/2024,,
https://www.storagereview.com/news/igel-disrupt-2024-provides-a-view-to-future-direction,IGEL Disrupt 2024 Provides A View To Future Direction,5/16/2024,,
https://virtualizationreview.com/articles/2024/03/28/quick-remote-vpn-access.aspx,How I Set Up Remote VPN Access to My QNAP NAS in ...,3/28/2024,"I have been using Tailscale for over a month and have not had any problems with it, and I highly recommend it. About the Author. Tom Fenton has a wealth of...",
https://virtualizationreview.com/articles/2024/03/18/hands-on-tailscale.aspx,Hands On with Tailscale Zero Trust Mesh VPN for the ...,3/18/2024,"Tom Fenton has a wealth of hands-on IT experience gained over the past 30 years in a variety of technologies, with the past 20 years focusing on ...",https://open.spotify.com/episode/4CKRpdRtWkLz6IuQuFkRNJ
